Comunidades y ciudades autónomas;País de residencia;Meses;Total
Cantabria;Finlandia;Octubre;..
Cantabria;Finlandia;Noviembre;..
Cantabria;Finlandia;Diciembre;..
Cantabria;Francia;Total;10.658
Cantabria;Francia;Enero;432
Cantabria;Francia;Febrero;131
Cantabria;Francia;Marzo;302
Cantabria;Francia;Abril;751
Cantabria;Francia;Mayo;554
Cantabria;Francia;Junio;733
Cantabria;Francia;Julio;2.235
Cantabria;Francia;Agosto;3.374
Cantabria;Francia;Septiembre;745
Cantabria;Francia;Octubre;412
Cantabria;Francia;Noviembre;877
Cantabria;Francia;Diciembre;111
Cantabria;Grecia;Total;..
Cantabria;Grecia;Enero;..
Cantabria;Grecia;Febrero;..
Cantabria;Grecia;Marzo;..
Cantabria;Grecia;Abril;..
Cantabria;Grecia;Mayo;..
Cantabria;Grecia;Junio;..
Cantabria;Grecia;Julio;..
Cantabria;Grecia;Agosto;..
Cantabria;Grecia;Septiembre;..
Cantabria;Grecia;Octubre;..
Cantabria;Grecia;Noviembre;..
Cantabria;Grecia;Diciembre;..
Cantabria;Irlanda;Total;667
Cantabria;Irlanda;Enero;..
Cantabria;Irlanda;Febrero;..
Cantabria;Irlanda;Marzo;..
Cantabria;Irlanda;Abril;37
Cantabria;Irlanda;Mayo;..
Cantabria;Irlanda;Junio;98
Cantabria;Irlanda;Julio;179
Cantabria;Irlanda;Agosto;140
Cantabria;Irlanda;Septiembre;140
Cantabria;Irlanda;Octubre;..
Cantabria;Irlanda;Noviembre;..
Cantabria;Irlanda;Diciembre;..
Cantabria;Italia;Total;2.781
Cantabria;Italia;Enero;..
Cantabria;Italia;Febrero;..
Cantabria;Italia;Marzo;50
Cantabria;Italia;Abril;24
Cantabria;Italia;Mayo;96
Cantabria;Italia;Junio;273
Cantabria;Italia;Julio;240
Cantabria;Italia;Agosto;1.229
Cantabria;Italia;Septiembre;594
Cantabria;Italia;Octubre;50
Cantabria;Italia;Noviembre;..
Cantabria;Italia;Diciembre;79
Cantabria;Luxemburgo;Total;..
Cantabria;Luxemburgo;Enero;..
Cantabria;Luxemburgo;Febrero;..
Cantabria;Luxemburgo;Marzo;..
Cantabria;Luxemburgo;Abril;..
Cantabria;Luxemburgo;Mayo;..
Cantabria;Luxemburgo;Junio;..
Cantabria;Luxemburgo;Julio;..
Cantabria;Luxemburgo;Agosto;..
Cantabria;Luxemburgo;Septiembre;..
Cantabria;Luxemburgo;Octubre;..
Cantabria;Luxemburgo;Noviembre;..
Cantabria;Luxemburgo;Diciembre;..
Cantabria;Países Bajos;Total;2.439
Cantabria;Países Bajos;Enero;..
Cantabria;Países Bajos;Febrero;67
Cantabria;Países Bajos;Marzo;..
Cantabria;Países Bajos;Abril;28
Cantabria;Países Bajos;Mayo;29
Cantabria;Países Bajos;Junio;125
Cantabria;Países Bajos;Julio;880
Cantabria;Países Bajos;Agosto;594
Cantabria;Países Bajos;Septiembre;97
Cantabria;Países Bajos;Octubre;111
Cantabria;Países Bajos;Noviembre;118
Cantabria;Países Bajos;Diciembre;385
Cantabria;Polonia;Total;1.511
Cantabria;Polonia;Enero;..
Cantabria;Polonia;Febrero;..
Cantabria;Polonia;Marzo;37
Cantabria;Polonia;Abril;109
Cantabria;Polonia;Mayo;539
Cantabria;Polonia;Junio;92
Cantabria;Polonia;Julio;110
Cantabria;Polonia;Agosto;151
Cantabria;Polonia;Septiembre;248
Cantabria;Polonia;Octubre;63
Cantabria;Polonia;Noviembre;56
Cantabria;Polonia;Diciembre;104
Cantabria;Portugal;Total;1.628
Cantabria;Portugal;Enero;..
Cantabria;Portugal;Febrero;..
Cantabria;Portugal;Marzo;..
Cantabria;Portugal;Abril;81
Cantabria;Portugal;Mayo;237
Cantabria;Portugal;Junio;74
Cantabria;Portugal;Julio;477
Cantabria;Portugal;Agosto;104
Cantabria;Portugal;Septiembre;145
Cantabria;Portugal;Octubre;17
Cantabria;Portugal;Noviembre;402
Cantabria;Portugal;Diciembre;78
Cantabria;Reino Unido;Total;7.500
Cantabria;Reino Unido;Enero;269
Cantabria;Reino Unido;Febrero;99
Cantabria;Reino Unido;Marzo;331
Cantabria;Reino Unido;Abril;211
Cantabria;Reino Unido;Mayo;194
Cantabria;Reino Unido;Junio;1.089
Cantabria;Reino Unido;Julio;1.525
Cantabria;Reino Unido;Agosto;2.137
Cantabria;Reino Unido;Septiembre;719
Cantabria;Reino Unido;Octubre;221
Cantabria;Reino Unido;Noviembre;350
Cantabria;Reino Unido;Diciembre;355
Cantabria;Republica Checa;Total;261
Cantabria;Republica Checa;Enero;..
Cantabria;Republica Checa;Febrero;..
Cantabria;Republica Checa;Marzo;..
Cantabria;Republica Checa;Abril;..
Cantabria;Republica Checa;Mayo;..
Cantabria;Republica Checa;Junio;..
Cantabria;Republica Checa;Julio;176
Cantabria;Republica Checa;Agosto;..
Cantabria;Republica Checa;Septiembre;..
Cantabria;Republica Checa;Octubre;..
Cantabria;Republica Checa;Noviembre;..
Cantabria;Republica Checa;Diciembre;..
Cantabria;Suecia;Total;369
Cantabria;Suecia;Enero;..
Cantabria;Suecia;Febrero;..
Cantabria;Suecia;Marzo;..
Cantabria;Suecia;Abril;..
Cantabria;Suecia;Mayo;..
Cantabria;Suecia;Junio;..
Cantabria;Suecia;Julio;136
Cantabria;Suecia;Agosto;155
Cantabria;Suecia;Septiembre;27
Cantabria;Suecia;Octubre;..
Cantabria;Suecia;Noviembre;..
Cantabria;Suecia;Diciembre;..
Cantabria;Resto de la UE;Total;1.229
Cantabria;Resto de la UE;Enero;101
Cantabria;Resto de la UE;Febrero;..
Cantabria;Resto de la UE;Marzo;..
Cantabria;Resto de la UE;Abril;78
Cantabria;Resto de la UE;Mayo;..
Cantabria;Resto de la UE;Junio;302
Cantabria;Resto de la UE;Julio;67
Cantabria;Resto de la UE;Agosto;106
Cantabria;Resto de la UE;Septiembre;324
Cantabria;Resto de la UE;Octubre;..
Cantabria;Resto de la UE;Noviembre;..
Cantabria;Resto de la UE;Diciembre;..
Cantabria;Noruega;Total;168
Cantabria;Noruega;Enero;99
Cantabria;Noruega;Febrero;..
Cantabria;Noruega;Marzo;..
Cantabria;Noruega;Abril;..
Cantabria;Noruega;Mayo;..
Cantabria;Noruega;Junio;..
Cantabria;Noruega;Julio;..
Cantabria;Noruega;Agosto;44
Cantabria;Noruega;Septiembre;..
Cantabria;Noruega;Octubre;..
Cantabria;Noruega;Noviembre;..
Cantabria;Noruega;Diciembre;..
Cantabria;Rusia;Total;1.191
Cantabria;Rusia;Enero;..
Cantabria;Rusia;Febrero;..
Cantabria;Rusia;Marzo;..
Cantabria;Rusia;Abril;..
Cantabria;Rusia;Mayo;158
Cantabria;Rusia;Junio;420
Cantabria;Rusia;Julio;80
Cantabria;Rusia;Agosto;317
Cantabria;Rusia;Septiembre;152
Cantabria;Rusia;Octubre;..
Cantabria;Rusia;Noviembre;..
Cantabria;Rusia;Diciembre;54
Cantabria;Suiza;Total;1.707
Cantabria;Suiza;Enero;..
Cantabria;Suiza;Febrero;..
Cantabria;Suiza;Marzo;..
Cantabria;Suiza;Abril;456
Cantabria;Suiza;Mayo;48
Cantabria;Suiza;Junio;..
Cantabria;Suiza;Julio;1.030
Cantabria;Suiza;Agosto;73
Cantabria;Suiza;Septiembre;89
Cantabria;Suiza;Octubre;..
Cantabria;Suiza;Noviembre;..
Cantabria;Suiza;Diciembre;..
Cantabria;Resto de Europa;Total;11.605
Cantabria;Resto de Europa;Enero;907
Cantabria;Resto de Europa;Febrero;..
Cantabria;Resto de Europa;Marzo;..
Cantabria;Resto de Europa;Abril;824
Cantabria;Resto de Europa;Mayo;1.009
Cantabria;Resto de Europa;Junio;1.031
Cantabria;Resto de Europa;Julio;..
Cantabria;Resto de Europa;Agosto;896
Cantabria;Resto de Europa;Septiembre;721
Cantabria;Resto de Europa;Octubre;1.121
Cantabria;Resto de Europa;Noviembre;1.129
Cantabria;Resto de Europa;Diciembre;1.443
Cantabria;Estados Unidos;Total;2.193
Cantabria;Estados Unidos;Enero;..
Cantabria;Estados Unidos;Febrero;16
Cantabria;Estados Unidos;Marzo;41
Cantabria;Estados Unidos;Abril;222
Cantabria;Estados Unidos;Mayo;207
Cantabria;Estados Unidos;Junio;240
Cantabria;Estados Unidos;Julio;538
Cantabria;Estados Unidos;Agosto;353
Cantabria;Estados Unidos;Septiembre;281
Cantabria;Estados Unidos;Octubre;65
Cantabria;Estados Unidos;Noviembre;204
Cantabria;Estados Unidos;Diciembre;..
Cantabria;Resto de América;Total;2.809
Cantabria;Resto de América;Enero;..
Cantabria;Resto de América;Febrero;97
Cantabria;Resto de América;Marzo;14
Cantabria;Resto de América;Abril;186
Cantabria;Resto de América;Mayo;376
Cantabria;Resto de América;Junio;265
Cantabria;Resto de América;Julio;449
Cantabria;Resto de América;Agosto;466
Cantabria;Resto de América;Septiembre;535
Cantabria;Resto de América;Octubre;256
Cantabria;Resto de América;Noviembre;68
Cantabria;Resto de América;Diciembre;..
Cantabria;Países Africanos;Total;781
Cantabria;Países Africanos;Enero;..
Cantabria;Países Africanos;Febrero;..
Cantabria;Países Africanos;Marzo;..
Cantabria;Países Africanos;Abril;..
Cantabria;Países Africanos;Mayo;..
Cantabria;Países Africanos;Junio;..
Cantabria;Países Africanos;Julio;..
Cantabria;Países Africanos;Agosto;..
Cantabria;Países Africanos;Septiembre;379
Cantabria;Países Africanos;Octubre;..
Cantabria;Países Africanos;Noviembre;..
Cantabria;Países Africanos;Diciembre;..
Cantabria;Resto del mundo;Total;1.300
Cantabria;Resto del mundo;Enero;..
Cantabria;Resto del mundo;Febrero;..
Cantabria;Resto del mundo;Marzo;..
Cantabria;Resto del mundo;Abril;69
Cantabria;Resto del mundo;Mayo;192
Cantabria;Resto del mundo;Junio;230
Cantabria;Resto del mundo;Julio;289
Cantabria;Resto del mundo;Agosto;321
Cantabria;Resto del mundo;Septiembre;122
Cantabria;Resto del mundo;Octubre;45
Cantabria;Resto del mundo;Noviembre;14
Cantabria;Resto del mundo;Diciembre;..
Castilla y León;Total;Total;428.116
Castilla y León;Total;Enero;17.398
Castilla y León;Total;Febrero;22.164
Castilla y León;Total;Marzo;28.050
Castilla y León;Total;Abril;45.948
Castilla y León;Total;Mayo;30.681
Castilla y León;Total;Junio;35.617
Castilla y León;Total;Julio;53.348
Castilla y León;Total;Agosto;67.979
Castilla y León;Total;Septiembre;33.256
Castilla y León;Total;Octubre;32.950
Castilla y León;Total;Noviembre;22.486
Castilla y León;Total;Diciembre;38.239
Castilla y León;Residentes en España;Total;380.732
Castilla y León;Residentes en España;Enero;15.033
Castilla y León;Residentes en España;Febrero;19.798
Castilla y León;Residentes en España;Marzo;25.890
Castilla y León;Residentes en España;Abril;42.254
Castilla y León;Residentes en España;Mayo;26.069
Castilla y León;Residentes en España;Junio;31.175
Castilla y León;Residentes en España;Julio;48.103
Castilla y León;Residentes en España;Agosto;61.137
Castilla y León;Residentes en España;Septiembre;28.964
Castilla y León;Residentes en España;Octubre;27.631
Castilla y León;Residentes en España;Noviembre;19.469
Castilla y León;Residentes en España;Diciembre;35.208
Castilla y León;No residentes en España;Total;47.384
Castilla y León;No residentes en España;Enero;2.364
Castilla y León;No residentes en España;Febrero;2.366
Castilla y León;No residentes en España;Marzo;2.159
Castilla y León;No residentes en España;Abril;3.694
Castilla y León;No residentes en España;Mayo;4.611
Castilla y León;No residentes en España;Junio;4.442
Castilla y León;No residentes en España;Julio;5.245
Castilla y León;No residentes en España;Agosto;6.842
Castilla y León;No residentes en España;Septiembre;4.292
Castilla y León;No residentes en España;Octubre;5.318
Castilla y León;No residentes en España;Noviembre;3.017
Castilla y León;No residentes en España;Diciembre;3.031
Castilla y León;Unión Europea (sin España);Total;28.552
Castilla y León;Unión Europea (sin España);Enero;493
Castilla y León;Unión Europea (sin España);Febrero;1.854
Castilla y León;Unión Europea (sin España);Marzo;1.226
Castilla y León;Unión Europea (sin España);Abril;2.353
Castilla y León;Unión Europea (sin España);Mayo;2.599
Castilla y León;Unión Europea (sin España);Junio;2.698
Castilla y León;Unión Europea (sin España);Julio;2.977
Castilla y León;Unión Europea (sin España);Agosto;5.474
Castilla y León;Unión Europea (sin España);Septiembre;2.620
Castilla y León;Unión Europea (sin España);Octubre;2.461
Castilla y León;Unión Europea (sin España);Noviembre;1.926
Castilla y León;Unión Europea (sin España);Diciembre;1.871
Castilla y León;Alemania;Total;2.306
Castilla y León;Alemania;Enero;68
Castilla y León;Alemania;Febrero;111
Castilla y León;Alemania;Marzo;120
Castilla y León;Alemania;Abril;205
Castilla y León;Alemania;Mayo;367
Castilla y León;Alemania;Junio;299
Castilla y León;Alemania;Julio;181
Castilla y León;Alemania;Agosto;178
Castilla y León;Alemania;Septiembre;331
Castilla y León;Alemania;Octubre;278
Castilla y León;Alemania;Noviembre;58
Castilla y León;Alemania;Diciembre;111
Castilla y León;Austria;Total;218
Castilla y León;Austria;Enero;24
Castilla y León;Austria;Febrero;..
Castilla y León;Austria;Marzo;..
Castilla y León;Austria;Abril;..
Castilla y León;Austria;Mayo;..
Castilla y León;Austria;Junio;11
Castilla y León;Austria;Julio;..
Castilla y León;Austria;Agosto;99
Castilla y León;Austria;Septiembre;..
Castilla y León;Austria;Octubre;..
Castilla y León;Austria;Noviembre;..
Castilla y León;Austria;Diciembre;..
Castilla y León;Bélgica;Total;1.088
Castilla y León;Bélgica;Enero;..
Castilla y León;Bélgica;Febrero;..
Castilla y León;Bélgica;Marzo;57
Castilla y León;Bélgica;Abril;59
Castilla y León;Bélgica;Mayo;59
Castilla y León;Bélgica;Junio;92
Castilla y León;Bélgica;Julio;169
Castilla y León;Bélgica;Agosto;121
Castilla y León;Bélgica;Septiembre;288
Castilla y León;Bélgica;Octubre;101
Castilla y León;Bélgica;Noviembre;142
Castilla y León;Bélgica;Diciembre;..
Castilla y León;Dinamarca;Total;145
Castilla y León;Dinamarca;Enero;..
Castilla y León;Dinamarca;Febrero;..
Castilla y León;Dinamarca;Marzo;..
Castilla y León;Dinamarca;Abril;17
Castilla y León;Dinamarca;Mayo;12
Castilla y León;Dinamarca;Junio;..
Castilla y León;Dinamarca;Julio;35
Castilla y León;Dinamarca;Agosto;..
Castilla y León;Dinamarca;Septiembre;30
Castilla y León;Dinamarca;Octubre;..
Castilla y León;Dinamarca;Noviembre;..
Castilla y León;Dinamarca;Diciembre;..
Castilla y León;Finlandia;Total;236
Castilla y León;Finlandia;Enero;..
Castilla y León;Finlandia;Febrero;..
Castilla y León;Finlandia;Marzo;..
Castilla y León;Finlandia;Abril;60
Castilla y León;Finlandia;Mayo;..
Castilla y León;Finlandia;Junio;45
Castilla y León;Finlandia;Julio;..
Castilla y León;Finlandia;Agosto;..
Castilla y León;Finlandia;Septiembre;55
Castilla y León;Finlandia;Octubre;45
Castilla y León;Finlandia;Noviembre;..
Castilla y León;Finlandia;Diciembre;..
Castilla y León;Francia;Total;6.533
Castilla y León;Francia;Enero;67
Castilla y León;Francia;Febrero;260
Castilla y León;Francia;Marzo;109
Castilla y León;Francia;Abril;281
Castilla y León;Francia;Mayo;336
Castilla y León;Francia;Junio;444
Castilla y León;Francia;Julio;1.069
Castilla y León;Francia;Agosto;2.325
Castilla y León;Francia;Septiembre;422
Castilla y León;Francia;Octubre;654
Castilla y León;Francia;Noviembre;270
Castilla y León;Francia;Diciembre;296
Castilla y León;Grecia;Total;51
Castilla y León;Grecia;Enero;..
Castilla y León;Grecia;Febrero;..
Castilla y León;Grecia;Marzo;..
Castilla y León;Grecia;Abril;..
Castilla y León;Grecia;Mayo;..
Castilla y León;Grecia;Junio;..
Castilla y León;Grecia;Julio;..
Castilla y León;Grecia;Agosto;..
Castilla y León;Grecia;Septiembre;..
Castilla y León;Grecia;Octubre;..
Castilla y León;Grecia;Noviembre;..
Castilla y León;Grecia;Diciembre;..
Castilla y León;Irlanda;Total;587
Castilla y León;Irlanda;Enero;36
Castilla y León;Irlanda;Febrero;17
Castilla y León;Irlanda;Marzo;35
Castilla y León;Irlanda;Abril;..
Castilla y León;Irlanda;Mayo;129
Castilla y León;Irlanda;Junio;54
Castilla y León;Irlanda;Julio;80
Castilla y León;Irlanda;Agosto;41
Castilla y León;Irlanda;Septiembre;82
Castilla y León;Irlanda;Octubre;..
Castilla y León;Irlanda;Noviembre;77
Castilla y León;Irlanda;Diciembre;..
Castilla y León;Italia;Total;1.413
Castilla y León;Italia;Enero;53
Castilla y León;Italia;Febrero;99
Castilla y León;Italia;Marzo;64
Castilla y León;Italia;Abril;22
Castilla y León;Italia;Mayo;122
Castilla y León;Italia;Junio;105
Castilla y León;Italia;Julio;25
Castilla y León;Italia;Agosto;241
Castilla y León;Italia;Septiembre;179
Castilla y León;Italia;Octubre;122
Castilla y León;Italia;Noviembre;229
Castilla y León;Italia;Diciembre;151
Castilla y León;Luxemburgo;Total;..
Castilla y León;Luxemburgo;Enero;..
Castilla y León;Luxemburgo;Febrero;..
Castilla y León;Luxemburgo;Marzo;..
Castilla y León;Luxemburgo;Abril;..
Castilla y León;Luxemburgo;Mayo;..
Castilla y León;Luxemburgo;Junio;..
Castilla y León;Luxemburgo;Julio;..
Castilla y León;Luxemburgo;Agosto;..
Castilla y León;Luxemburgo;Septiembre;..
Castilla y León;Luxemburgo;Octubre;..
Castilla y León;Luxemburgo;Noviembre;..
Castilla y León;Luxemburgo;Diciembre;..
Castilla y León;Países Bajos;Total;1.959
Castilla y León;Países Bajos;Enero;..
Castilla y León;Países Bajos;Febrero;..
Castilla y León;Países Bajos;Marzo;71
Castilla y León;Países Bajos;Abril;368
Castilla y León;Países Bajos;Mayo;294
Castilla y León;Países Bajos;Junio;288
Castilla y León;Países Bajos;Julio;148
Castilla y León;Países Bajos;Agosto;254
Castilla y León;Países Bajos;Septiembre;226
Castilla y León;Países Bajos;Octubre;143
Castilla y León;Países Bajos;Noviembre;45
Castilla y León;Países Bajos;Diciembre;98
Castilla y León;Polonia;Total;336
Castilla y León;Polonia;Enero;..
Castilla y León;Polonia;Febrero;..
Castilla y León;Polonia;Marzo;..
Castilla y León;Polonia;Abril;42
Castilla y León;Polonia;Mayo;..
Castilla y León;Polonia;Junio;..
Castilla y León;Polonia;Julio;64
Castilla y León;Polonia;Agosto;24
Castilla y León;Polonia;Septiembre;..
Castilla y León;Polonia;Octubre;103
Castilla y León;Polonia;Noviembre;58
Castilla y León;Polonia;Diciembre;..
Castilla y León;Portugal;Total;4.277
Castilla y León;Portugal;Enero;141
Castilla y León;Portugal;Febrero;823
Castilla y León;Portugal;Marzo;180
Castilla y León;Portugal;Abril;476
Castilla y León;Portugal;Mayo;258
Castilla y León;Portugal;Junio;292
Castilla y León;Portugal;Julio;126
Castilla y León;Portugal;Agosto;486
Castilla y León;Portugal;Septiembre;312
Castilla y León;Portugal;Octubre;132
Castilla y León;Portugal;Noviembre;131
Castilla y León;Portugal;Diciembre;921
Castilla y León;Reino Unido;Total;5.922
Castilla y León;Reino Unido;Enero;40
Castilla y León;Reino Unido;Febrero;173
Castilla y León;Reino Unido;Marzo;208
Castilla y León;Reino Unido;Abril;425
Castilla y León;Reino Unido;Mayo;494
Castilla y León;Reino Unido;Junio;649
Castilla y León;Reino Unido;Julio;501
Castilla y León;Reino Unido;Agosto;1.296
Castilla y León;Reino Unido;Septiembre;488
Castilla y León;Reino Unido;Octubre;805
Castilla y León;Reino Unido;Noviembre;740
Castilla y León;Reino Unido;Diciembre;103
Castilla y León;Republica Checa;Total;67
Castilla y León;Republica Checa;Enero;..
Castilla y León;Republica Checa;Febrero;..
Castilla y León;Republica Checa;Marzo;..
Castilla y León;Republica Checa;Abril;..
Castilla y León;Republica Checa;Mayo;..
Castilla y León;Republica Checa;Junio;..
Castilla y León;Republica Checa;Julio;24
Castilla y León;Republica Checa;Agosto;..
Castilla y León;Republica Checa;Septiembre;..
Castilla y León;Republica Checa;Octubre;..
Castilla y León;Republica Checa;Noviembre;..
Castilla y León;Republica Checa;Diciembre;..
Castilla y León;Suecia;Total;88
Castilla y León;Suecia;Enero;..
Castilla y León;Suecia;Febrero;..
Castilla y León;Suecia;Marzo;..
Castilla y León;Suecia;Abril;..
Castilla y León;Suecia;Mayo;..
Castilla y León;Suecia;Junio;..
Castilla y León;Suecia;Julio;..
Castilla y León;Suecia;Agosto;30
Castilla y León;Suecia;Septiembre;..
Castilla y León;Suecia;Octubre;11
Castilla y León;Suecia;Noviembre;..
